VisitorID;Proj_Group;Proj_Segment;Proj_Type;Visitor_Group;Visitor_Gender;Question_Age;Question_Budget;Question_HHIncome;Question_InstallmentMonthly;Question_MarriageStatus;Question_Nationality;Question_Occupation;Question_P_Income;Question_TimeToMoveIn;Target
36276;Outer;B;Standard Units;;M;36 - 40;4,5;314403;;Single;;Business Owner;105000;;0
57791;Outer;B;Standard Units;Outer;M;31 - 35;14,5;528045;Cash;Single;;Other(Please specify);;;1
7227;Outer;A;Standard Units;Outer;M;31 - 35;36;524397;176194;Single;;Business Owner;;;0
68612;Outer;B;Standard Units;Outer;F;36 - 40;3,5;184506;26437;Single;;Business Owner;;;0
20473;Outer;B;Standard Units;Outer;F;41 - 45;14,5;294987;;Married with Children;;Business Employee;160000;;0
54455;Outer;B;Standard Units;Outer;M;51 +;9,75;441282;73416;Married with Children;;Business Owner;;;0
91728;Outer;B;Standard Units;Outer;F;41 - 45;11,3;301451;59279;Single;;Business Owner;;;0
35626;Other;D;Premium Units;Major;F;41 - 45;3,5;451620;28212;Married with Children;;Business Owner;300000;;0
89645;Urban;D;Standard Units;Outer;M;< 25;5,5;209910;Cash;Single;;Business Owner;;;0
117344;Outer;B;Standard Units;;M;25 - 30;6,5;188924;45682;Single;India;Business Employee;;;0
82364;Urban;B;Standard Units;;M;25 - 30;6,5;;;;;Business Employee;;;0
45226;Urban;B;Standard Units;Outer;M;51 +;14,5;348186;;Married with Children;;Business Owner;185000;;0
54382;Urban;D;Standard Units;Major;M;36 - 40;5,5;177474;;Married;;Business Employee;85000;;0
3305;Major;D;Premium Units;Outer;M;;;;;;;;;;0
82333;Outer;B;Standard Units;;M;;7,5;;;Married with Children;;Other(Please specify);;;0
53874;Major;C;Standard Units;Other;M;31 - 35;3,5;81209;;Single;;Business Owner;75000;;0
119155;Outer;D;Premium Units;Major;;25 - 30;3,5;219443;37146;Single;India;Business Employee;;;1
86023;Urban;D;Premium Units;;M;;;;;;;;;;0
62385;Other;B;Premium Units;;F;31 - 35;11,3;391402;;Single;Non-India;Business Employee;;;0
103867;Outer;B;Standard Units;Central;F;46 - 50;10,3;207758;58775;Single;;Business Employee;;;0
37136;Outer;B;Standard Units;;M;36 - 40;7;367580;;Married with Children;;Business Owner;160000;;0
90713;Urban;B;Standard Units;;M;51 +;13,5;;;Married with Children;;Civil Servant;;;0
110320;Urban;D;Standard Units;;F;31 - 35;4,5;173199;38614;Single;;Business Owner;;;0
75203;Major;C;Premium Units;;M;;;;;;;;;;0
6637;Outer;C;Standard Units;Outer;F;31 - 35;4,5;293754;47775;Married;;Business Owner;160000;3;0
100123;Major;C;Premium Units;Central;F;46 - 50;4,5;236946;53724;Married with Children;India;Business Employee;;;1
114217;Outer;B;Standard Units;;F;36 - 40;6,5;;Cash;Single;Non-India;;;;0
68938;Outer;A;Standard Units;Other;F;31 - 35;29,5;698034;152692;Married with Children;;Business Owner;;;0
60469;Outer;B;Standard Units;;M;;8;;;;;Business Employee;;;0
96842;Major;B;Premium Units;;F;;;;;;;;;;0
39700;Urban;D;Standard Units;Outer;F;46 - 50;7;328062;;Married with Children;;Business Owner;300000;;0
54515;Outer;B;Standard Units;Outer;M;51 +;7;165581;;Married with Children;;Business Owner;140000;;0
105612;Major;D;Premium Units;;F;< 25;2,5;;21797;Single;India;Other(Please specify);;;0
119245;Major;C;Standard Units;Major;M;25 - 30;5,5;54902;31297;Single;India;Business Employee;;;0
62968;Urban;B;Standard Units;;M;36 - 40;7;264333;;Single;;Business Owner;160000;;0
3862;Outer;C;Standard Units;Major;F;31 - 35;10,5;194745;;Married;;Business Employee;95000;;0
90027;Outer;D;Standard Units;;M;31 - 35;3,5;157439;42539;Married with Children;;Business Owner;;;0
93822;Other;B;Premium Units;;M;36 - 40;;;;Married;Non-India;;;;0
38667;Major;C;Standard Units;Major;M;25 - 30;3,5;92482;;Single;;Business Owner;75000;;0
7321;Outer;C;Standard Units;Outer;F;31 - 35;;210847;;Single;;Business Owner;105000;;0
30558;Outer;B;Standard Units;Outer;M;46 - 50;10,3;213807;56261;Married with Children;India;Business Owner;;;0
108223;Major;D;Premium Units;;M;;3,5;;;;;;;;0
24070;Urban;C;Standard Units;;F;51 +;3,5;218877;;Married with Children;;Civil Servant;95000;;0
38839;Major;B;Premium Units;Major;M;36 - 40;4,5;251426;31082;Married;;Business Owner;95000;;0
77162;Major;C;Premium Units;Major;M;;;;;;India;;;;0
42928;Urban;D;Standard Units;Major;F;25 - 30;4,5;195993;;Single;;Business Employee;120000;;0
4751;Urban;B;Standard Units;Major;M;31 - 35;6,5;;64277;Married;India;Civil Servant;;;0
67913;Outer;B;Standard Units;Outer;M;31 - 35;7,5;117594;;Married with Children;;Business Employee;;;0
4468;Central;B;Premium Units;Outer;M;31 - 35;6,5;360855;36410;Single;;Business Employee;300000;;0
39636;Other;D;Premium Units;Major;F;41 - 45;3,5;242923;18318;Married with Children;;Business Owner;160000;;0
47678;Outer;B;Standard Units;Outer;M;51 +;6,5;425028;;Married;;Business Owner;185000;;1
13660;Outer;B;Standard Units;Outer;M;31 - 35;4,5;120514;;Single;;Business Owner;120000;;0
10576;Outer;C;Standard Units;Outer;M;31 - 35;4,5;;;Single;;Business Employee;95000;;0
75079;Urban;B;Premium Units;;M;36 - 40;4,5;121249;32804;;India;Business Employee;;;0
104543;Major;B;Standard Units;;M;36 - 40;5,5;304619;46793;Single;India;Civil Servant;;;0
75221;Major;C;Premium Units;;F;;;;;;;;;;0
5997;Outer;B;Standard Units;Other;F;31 - 35;10,3;;;Married with Children;;Business Owner;;;0
87114;Urban;A;Standard Units;Central;F;;19,5;447667;75841;Single;;Business Employee;;;0
105979;Outer;B;Standard Units;;F;25 - 30;5,5;166401;32977;Single;India;Business Owner;;;0
11729;Outer;C;Standard Units;;F;;;;;;;;;;0
107705;Major;D;Premium Units;;F;25 - 30;3,5;157252;Cash;Single;India;Civil Servant;;;0
2126;Urban;C;Standard Units;Major;F;36 - 40;2,5;221028;;;;;95000;;0
31793;Outer;B;Standard Units;Outer;F;< 25;13,5;515348;;Single;;Business Owner;160000;;0
1203;Outer;D;Premium Units;Major;M;;;;;;;;;;0
4767;Urban;C;Standard Units;Central;F;31 - 35;5,5;358773;;Single;;Business Owner;300000;;0
16069;Central;B;Premium Units;Central;M;36 - 40;5,5;;26100;Single;;Business Employee;85000;;0
57223;Outer;B;Standard Units;Outer;F;41 - 45;4,5;191914;;Single;;Business Employee;105000;;0
26582;Central;E;Standard Units;Central;M;41 - 45;13,5;642451;;Single;;Business Owner;300000;;0
67557;Urban;C;Standard Units;Outer;M;31 - 35;3,5;332997;48736;Single;;Business Owner;;;0
59642;Major;C;Premium Units;Major;M;31 - 35;2,5;;;Single;;Business Employee;;;0
226;Outer;B;Standard Units;Outer;M;41 - 45;7,5;253608;61124;Single;;Business Owner;;;0
102983;Outer;B;Standard Units;;F;25 - 30;8,75;213419;68036;Married with Children;India;Business Employee;;;0
73963;Other;B;Premium Units;;M;36 - 40;6,5;;45675;;India;Business Employee;;;0
57262;Outer;C;Standard Units;Major;F;25 - 30;4,5;257111;;Married with Children;;Business Employee;105000;;0
67894;Outer;B;Standard Units;Outer;F;31 - 35;7,5;163137;52367;Married with Children;;Business Employee;;;0
32524;Outer;E;Standard Units;Outer;M;31 - 35;10,5;82709;;Married with Children;;Business Owner;85000;;0
70782;Major;C;Premium Units;;M;;;;;;;;;;0
60763;Major;D;Premium Units;Major;M;25 - 30;;;;Single;;;;;0
86455;Urban;B;Standard Units;;M;;6,5;231654;36555;;;;;;0
45144;Urban;D;Premium Units;Outer;M;;;;;;;;;;1
75298;Major;C;Premium Units;;F;;;;;;;;;;0
45979;Major;C;Premium Units;Major;F;31 - 35;4,5;107995;38591;Married with Children;;Business Employee;75000;;0
98863;Major;B;Premium Units;Outer;M;;;;;;;;;;0
14167;Outer;C;Standard Units;Major;M;31 - 35;5,5;;;;;Business Owner;300000;;0
3806;Major;D;Premium Units;Outer;F;;;;;;;;;;1
68454;Outer;C;Standard Units;Outer;F;36 - 40;6,5;164091;40397;Single;;Business Employee;;;0
96026;Urban;C;Standard Units;Major;M;31 - 35;6,5;216311;46477;Married;;Business Employee;;;0
44062;Outer;B;Standard Units;Outer;F;;8;;;Married with Children;;Business Employee;;;0
74731;Outer;B;Premium Units;Outer;F;41 - 45;5,5;;;;;;95000;;0
60401;Outer;D;Standard Units;Outer;M;31 - 35;3,5;318224;;Single;;Business Employee;160000;;0
23920;Central;B;Premium Units;Major;;< 25;5,5;327088;27411;Single;;Business Employee;85000;;0
13576;Outer;B;Standard Units;Major;F;< 25;4,5;156375;;Single;;Business Owner;95000;;0
61653;Outer;C;Standard Units;Outer;F;31 - 35;6,5;110176;;Single;;Business Employee;95000;;0
20306;Outer;B;Standard Units;Outer;F;< 25;5,5;181110;;Single;;Business Owner;95000;;0
44009;Urban;B;Standard Units;;M;36 - 40;7;369554;;Single;;Business Employee;185000;;0
2559;Outer;C;Standard Units;Outer;M;46 - 50;11,3;;;Married with Children;;Business Owner;;;0
46869;Major;C;Premium Units;Major;F;25 - 30;4,5;201666;28636;Single;;Business Owner;75000;;0
47216;Outer;C;Standard Units;Outer;F;25 - 30;7;170739;;Single;;Business Employee;105000;;0
52178;Outer;C;Standard Units;Outer;F;36 - 40;7;141395;;Married with Children;;Civil Servant;95000;;0
89721;Urban;A;Standard Units;;M;51 +;14,5;544690;Cash;Married with Children;;Business Owner;;;0
60988;Major;C;Premium Units;Major;M;41 - 45;3,5;;;;India;;;;0
32460;Outer;B;Standard Units;Outer;M;;;;;;;;;;0
108855;Outer;B;Standard Units;;M;36 - 40;13,5;244194;120915;Married with Children;;Business Owner;;;0
38638;Outer;C;Standard Units;Outer;M;41 - 45;13,5;269585;;Single;;Business Owner;160000;;0
96648;Outer;B;Standard Units;;M;31 - 35;4,5;107060;31775;Married with Children;;Business Owner;;;0
62235;Urban;B;Premium Units;;F;;3,5;;;;;;;;0
57822;Outer;C;Standard Units;Outer;M;25 - 30;7;612993;;Single;;Business Employee;140000;;0
110086;Outer;D;Standard Units;Outer;F;41 - 45;4,5;126087;39388;Married with Children;;Business Employee;;;0
46043;Outer;B;Standard Units;;F;41 - 45;8;;;Married with Children;;;;;0
2798;Outer;B;Premium Units;Outer;F;31 - 35;3,5;;;Single;;Business Owner;95000;;0
43175;Outer;B;Standard Units;Outer;F;25 - 30;8;134119;;Single;;Business Owner;75000;;0
22104;Outer;C;Standard Units;Outer;F;31 - 35;10,5;207596;;Single;;Civil Servant;225000;;0
80729;Outer;D;Premium Units;Outer;F;;3,5;;26879;Single;India;Civil Servant;;;0
116969;Outer;B;Standard Units;Outer;M;41 - 45;7,5;190735;58918;Married;;Business Employee;;;0
42459;Outer;B;Standard Units;Outer;M;31 - 35;5,5;163504;;Single;;Business Owner;95000;;0
25682;Urban;B;Standard Units;;F;36 - 40;9,5;;;Single;;Business Employee;;;0
96075;Outer;B;Standard Units;;F;46 - 50;4,5;326852;28463;Married with Children;;Business Owner;;;0
9232;Urban;D;Premium Units;Outer;M;41 - 45;2,5;201251;39302;Single;India;Business Employee;;;1
40052;Outer;B;Standard Units;;F;31 - 35;13,5;433720;;Married with Children;;Business Owner;160000;;0
55673;Urban;C;Standard Units;Major;F;51 +;5,5;162166;44672;Married with Children;;Business Owner;;;0
4320;Outer;B;Standard Units;Outer;F;31 - 35;8,5;304382;61171;Single;India;Civil Servant;;;0
98289;Urban;D;Standard Units;Major;M;36 - 40;5,5;112009;50436;Married with Children;India;Other(Please specify);;;0
106131;Outer;B;Standard Units;;F;25 - 30;5,5;529438;49177;Married;India;Business Owner;;;0
49065;Major;C;Premium Units;Major;F;25 - 30;5,5;189312;;Single;;Business Employee;95000;;1
73708;Other;B;Premium Units;;M;;7,5;;;;India;;;;0
73241;Outer;B;Standard Units;Outer;F;31 - 35;6,5;595399;90912;Married;;Business Employee;;;0
42450;Outer;B;Standard Units;Major;F;36 - 40;10,5;357303;;Married with Children;;Business Employee;160000;;0
113563;Outer;B;Standard Units;Outer;M;41 - 45;9,75;164178;72602;Married with Children;;Business Owner;;;0
18146;Outer;C;Standard Units;Outer;M;36 - 40;;189176;;Married with Children;;Business Employee;85000;;0
112129;Outer;A;Standard Units;Other;M;51 +;19,5;372550;115159;Married with Children;India;Business Owner;;;0
68989;Outer;B;Standard Units;;M;41 - 45;7,5;205330;56440;Married;;Civil Servant;;;0
114067;Outer;A;Standard Units;Outer;M;46 - 50;19,5;277493;90978;Married with Children;India;Business Owner;;;0
28536;Other;D;Premium Units;Outer;F;< 25;3,5;539138;27042;Single;;Business Owner;105000;;0
95993;Urban;B;Standard Units;;M;;;184156;;;;Business Owner;;;0
108519;Other;B;Premium Units;;M;31 - 35;9,75;;;;Non-India;;;;0
61534;Outer;B;Standard Units;Major;M;36 - 40;10,5;205454;;Married;;Business Employee;185000;;0
13809;Outer;C;Premium Units;Central;F;< 25;2,5;;;Single;;Business Employee;;;0
5074;Outer;B;Standard Units;Outer;M;31 - 35;6,5;511421;;Married;;Business Employee;105000;;0
42406;Major;D;Standard Units;;F;36 - 40;5,5;109788;;Married with Children;;Business Owner;105000;;0
88977;Urban;A;Standard Units;Outer;M;41 - 45;41;552805;Cash;Married with Children;;Business Employee;;;0
85109;Major;B;Standard Units;;M;;;;;;;;;;0
76874;Outer;B;Standard Units;Outer;M;31 - 35;6,5;123224;54841;Single;India;Business Employee;;;0
27442;Outer;B;Standard Units;Outer;F;31 - 35;10,5;214999;;Single;;Business Employee;140000;;0
110615;Urban;B;Standard Units;Outer;M;25 - 30;7,5;290243;45623;Single;India;Business Employee;;;0
113958;Outer;C;Standard Units;Outer;F;36 - 40;6,5;357838;64980;Married with Children;India;Business Owner;;;0
49978;Outer;B;Standard Units;Outer;F;31 - 35;6,5;415645;;Married;;Civil Servant;300000;;0
18846;Outer;B;Standard Units;Central;F;31 - 35;5,5;177249;;Married;;Business Owner;85000;;0
97832;Major;B;Premium Units;;M;41 - 45;3,5;;;;India;Business Owner;;;0
37763;Urban;C;Standard Units;;F;;5,5;154069;;Single;;Business Employee;105000;;0
12732;Outer;B;Standard Units;Outer;F;36 - 40;5,5;324406;;Single;;Business Employee;225000;;0
61574;Major;D;Premium Units;Major;F;36 - 40;3,5;82679;30168;Married;India;Civil Servant;;;0
4969;Outer;B;Standard Units;Outer;F;;13,5;322188;;Married with Children;;Business Owner;;;0
50697;Urban;B;Standard Units;Central;M;46 - 50;8;342600;;Married with Children;;Civil Servant;300000;;0
110894;Urban;B;Standard Units;Central;M;31 - 35;7,5;192053;62276;Married;;Business Employee;;;0
104751;Urban;D;Standard Units;Major;F;31 - 35;4,5;181177;49853;Married;;Business Employee;;;0
96297;Urban;C;Standard Units;Outer;M;31 - 35;7,5;121688;50895;Single;;Civil Servant;;;0
32469;Urban;B;Standard Units;Major;F;< 25;8;211035;;Single;;Business Employee;105000;;0
24305;Outer;B;Standard Units;;M;51 +;14,5;621860;;Married;;Business Owner;;;0
30119;Outer;B;Standard Units;Outer;F;< 25;13,5;656353;;Single;;Business Owner;;;0
15005;Outer;B;Standard Units;Central;M;46 - 50;5,5;297552;;Married with Children;;Business Owner;160000;;0
112105;Major;B;Standard Units;;M;25 - 30;3,5;241879;26632;Single;India;Business Owner;;;0
103419;Other;B;Premium Units;;M;51 +;8,75;;;Married with Children;Non-India;;;;0
84440;Urban;D;Premium Units;;M;;;;;;;;;;0
24248;Urban;B;Standard Units;Major;M;31 - 35;14,5;523178;;Single;;Business Owner;;;0
88578;Major;B;Standard Units;;F;;;;;;;;;;0
33493;Outer;B;Standard Units;Central;F;51 +;13,5;197392;;Married with Children;;Business Employee;160000;;0
31447;Outer;C;Standard Units;Central;F;< 25;;251198;;Single;;Business Employee;120000;;0
108547;Major;D;Premium Units;;M;;;;;;;;;;0
86253;Other;B;Premium Units;;M;41 - 45;6,5;;;Married with Children;India;Business Owner;;;0
31210;Urban;B;Premium Units;Outer;F;;3,5;;;;;;;;1
67986;Outer;A;Standard Units;Outer;F;31 - 35;28,5;584032;174758;Single;;Business Owner;;;0
73076;Outer;B;Standard Units;Outer;M;41 - 45;9,75;183828;86864;Married;;Business Employee;;;0
67739;Outer;B;Premium Units;;M;46 - 50;8,75;;;;India;;;;0
69524;Urban;B;Premium Units;Outer;F;;5,5;;;;;;;;1
8203;Outer;C;Standard Units;Outer;F;31 - 35;5;82819;42848;Married;;Business Employee;85000;4,5;0
43182;Outer;B;Standard Units;Central;M;25 - 30;10,5;221894;;Single;;Business Employee;75000;;0
44708;Urban;D;Standard Units;Major;F;36 - 40;4,5;86403;;Single;;Civil Servant;95000;;0
57934;Major;C;Premium Units;Major;M;36 - 40;4,5;140696;25654;Married;;Business Owner;120000;;0
59280;Major;B;Premium Units;;F;;;;;Single;;;;;0
89587;Major;B;Premium Units;Major;M;41 - 45;4,5;159714;30384;Married with Children;;;;;0
111114;Outer;B;Standard Units;Outer;F;41 - 45;9,75;192972;72693;Married with Children;India;Business Employee;;;0
68801;Major;C;Premium Units;Major;M;36 - 40;3,5;223613;42059;Single;India;Business Owner;;;0
57384;Central;B;Premium Units;Central;F;31 - 35;6,5;;37292;Single;;Business Employee;105000;;0
73887;Major;C;Premium Units;Major;F;31 - 35;2,5;82198;30459;Single;India;Business Employee;;;0
97651;Outer;B;Standard Units;Outer;F;46 - 50;13,5;296174;77881;Single;India;Business Employee;;;0
60100;Outer;B;Premium Units;;M;36 - 40;5,5;;;;;Business Employee;;;0
105598;Other;B;Premium Units;;M;36 - 40;9,75;;Cash;;Non-India;;;;0
96184;Outer;B;Standard Units;Major;M;41 - 45;13,5;297259;Cash;Married with Children;India;Business Employee;;;0
56536;Outer;A;Standard Units;Major;M;46 - 50;16;448092;;Married with Children;;Business Owner;;;0
78352;Major;B;Standard Units;;M;;;;;;;;;;0
57826;Other;B;Premium Units;Major;F;41 - 45;9,75;610241;60510;Single;India;Business Owner;;;1
108683;Major;D;Premium Units;;M;;;;;;;;;;0
14011;Outer;B;Standard Units;;F;41 - 45;7;;;;;Civil Servant;105000;;0
112457;Urban;C;Standard Units;;M;25 - 30;9,75;372738;71986;Single;;Business Employee;;;0
52264;Outer;D;Standard Units;;F;;5,5;;;Married;;;120000;;0
31738;Outer;B;Standard Units;Central;M;< 25;8;668341;;Single;;Business Owner;;;0
101819;Urban;C;Standard Units;;M;31 - 35;7,5;253833;64988;Married;;Business Owner;;;0
102263;Major;D;Premium Units;Other;F;25 - 30;2,5;79867;20716;Single;;Civil Servant;;;1
71368;Urban;B;Standard Units;Major;F;31 - 35;11,3;321946;44298;Single;;Business Owner;;;1
42512;Outer;B;Standard Units;Major;M;25 - 30;7;326261;;Single;;Business Employee;140000;;0
110232;Major;D;Premium Units;Major;F;;;;;;;;;;0
68943;Outer;B;Standard Units;Outer;M;25 - 30;6,5;274817;72466;Single;;Civil Servant;;;0
97570;Major;B;Premium Units;;M;;;;;;;;;;0
58369;Outer;B;Standard Units;Outer;F;25 - 30;9,5;571236;;Single;;Business Owner;225000;;0
23836;Outer;B;Standard Units;Outer;F;46 - 50;10,5;267036;;Married;;Business Owner;225000;;0
87177;Outer;A;Standard Units;Outer;F;46 - 50;18,5;395612;169068;Married with Children;;Business Owner;;;0
26664;Outer;B;Standard Units;Outer;F;36 - 40;14,5;226437;;Single;;Business Employee;160000;;0
90250;Outer;D;Standard Units;;F;41 - 45;3,5;192066;42297;Married with Children;;Business Employee;;;0
69479;Major;D;Premium Units;;M;;2,5;235273;36992;Single;India;Business Employee;;;0
90815;Outer;B;Standard Units;;F;31 - 35;5,5;203464;38689;Single;;Business Owner;;;0
81854;Outer;B;Standard Units;;M;25 - 30;10,3;216561;88105;Single;;Business Owner;;;0
4640;Urban;B;Standard Units;Outer;F;31 - 35;7,5;164977;45129;Married;;Business Employee;;;0
85379;Urban;D;Premium Units;;F;;;;;;;;;;0
75778;Outer;B;Premium Units;;M;36 - 40;6,5;231927;51336;Married with Children;;Business Employee;105000;;0
45816;Outer;B;Standard Units;Major;F;31 - 35;5,5;92177;;Married;;Business Owner;95000;;0
32479;Outer;B;Standard Units;;F;< 25;8;544728;;Single;;Business Owner;300000;;0
52783;Outer;B;Standard Units;Outer;F;31 - 35;10,5;;;Single;;Business Owner;300000;;0
35717;Urban;B;Standard Units;Outer;F;36 - 40;5,5;;;Single;;Business Owner;;;0
45183;Outer;B;Standard Units;Outer;M;31 - 35;4,5;214145;;Single;;Civil Servant;95000;;0
95133;Major;B;Standard Units;;M;;5,5;;;;;;;;0
95421;Outer;D;Standard Units;;M;25 - 30;6,5;520412;83365;Single;;Business Owner;;;0
60424;Other;B;Premium Units;Major;M;25 - 30;4,5;231567;;Single;;Other(Please specify);;;0
42229;Outer;B;Standard Units;Central;F;36 - 40;4,5;203081;;Married with Children;;Business Owner;120000;;0
116010;Other;B;Premium Units;;M;41 - 45;4,5;;;;India;;;;0
118231;Urban;D;Standard Units;Major;;46 - 50;6,5;169600;;;India;Business Employee;;;0
26238;Outer;C;Standard Units;Outer;F;< 25;2,5;293216;;Single;;Other(Please specify);75000;;0
19215;Outer;B;Standard Units;Major;F;51 +;3,5;298040;;Married;;Business Owner;300000;;0
61233;Major;C;Premium Units;Major;M;31 - 35;3,5;404177;21736;Single;India;Business Owner;;;0
108148;Major;B;Standard Units;;M;31 - 35;3,5;165428;31112;Married;;Business Owner;;;0
65330;Outer;C;Standard Units;Outer;F;41 - 45;8;597809;;Married with Children;;Other(Please specify);;;0
71823;Urban;B;Premium Units;;F;46 - 50;2,5;254438;40948;Married with Children;;Business Owner;;;0
82154;Outer;B;Standard Units;Outer;F;25 - 30;5,5;430022;43987;Married with Children;;Business Owner;;;0
68411;Major;D;Premium Units;Major;F;31 - 35;5,5;305038;27835;Single;;Business Owner;;;0
79780;Major;B;Premium Units;Major;M;31 - 35;4,5;;;;India;Business Employee;;;0
75943;Major;C;Premium Units;;M;;;;;;;;;;0
106692;Major;B;Premium Units;;F;;4,5;;49565;;;;;;0
39718;Outer;B;Standard Units;Major;F;25 - 30;8;581024;;Single;;Business Employee;225000;;0
28125;Other;D;Premium Units;Other;F;31 - 35;2,5;248176;28168;Single;;Business Employee;105000;;0
2620;Outer;B;Standard Units;Major;M;25 - 30;5,5;233750;;Single;;Other(Please specify);75000;;0
78787;Major;C;Premium Units;;M;;;;;;;;;;0
44996;Outer;B;Standard Units;;F;;7;;;Single;;;;;0
45692;Major;D;Standard Units;Major;M;< 25;5,5;229838;;Single;;Business Employee;105000;;0
93661;Major;C;Standard Units;Other;F;31 - 35;5,5;184961;70441;Married with Children;India;Business Owner;;;0
116703;Outer;B;Standard Units;Outer;F;31 - 35;11,3;199773;Cash;Married;;Civil Servant;;;1
82738;Urban;B;Standard Units;Outer;M;41 - 45;11,3;327009;92138;Married with Children;;Business Owner;;;0
100983;Urban;D;Standard Units;Other;F;51 +;4,5;621025;73730;Married with Children;;Business Owner;;;0
60787;Major;C;Premium Units;;F;;;;;;;;;;0
8774;Urban;B;Standard Units;Major;M;25 - 30;8,5;352853;45815;Single;;Business Owner;160000;3;0
117078;Urban;B;Standard Units;Major;M;;4,5;;;;India;Business Employee;;;0
69214;Urban;B;Standard Units;;F;25 - 30;8,5;192157;52412;Single;;Civil Servant;;;0
47922;Outer;B;Standard Units;Outer;M;41 - 45;14,5;287525;82173;Married with Children;;Business Owner;;;0
49860;Outer;B;Standard Units;Outer;;36 - 40;7;598077;;Single;;Business Employee;105000;;0
887;Outer;D;Premium Units;Outer;M;46 - 50;3,5;687501;Cash;Married with Children;India;Business Owner;;;0
29173;Outer;B;Standard Units;Outer;M;< 25;9,5;410029;;Married;;Business Owner;225000;;0
48053;Outer;D;Premium Units;Major;M;;;;;;;;;;1
101274;Urban;C;Standard Units;;F;46 - 50;;171241;;Married with Children;;Civil Servant;;;0
16827;Outer;C;Premium Units;;F;;;;;;;;;;0
85587;Urban;D;Premium Units;;M;;;;;;;;;;0
73297;Outer;B;Premium Units;;M;41 - 45;5,5;187627;41094;Married with Children;India;Business Owner;;;0
60178;Major;D;Premium Units;Outer;F;25 - 30;;;;Single;;Business Employee;;;0
15884;Outer;C;Standard Units;;F;< 25;3,5;63314;;Single;;Business Owner;75000;;0
54096;Urban;C;Standard Units;Outer;F;31 - 35;2,5;68060;;Single;;;85000;;0
4734;Outer;C;Standard Units;Outer;F;31 - 35;;;47938;Married;;Civil Servant;70000;8;1
118185;Outer;C;Standard Units;;M;25 - 30;9,75;212531;75958;Single;;Business Employee;;;0
83978;Outer;C;Standard Units;Outer;F;25 - 30;4,5;64976;31810;Single;;Business Owner;;;0
40381;Outer;C;Standard Units;Outer;F;25 - 30;3,5;209439;;Single;;Business Employee;75000;;0
99482;Outer;B;Standard Units;Outer;M;31 - 35;11,3;123289;55361;Married with Children;;Business Owner;;;0
117162;Outer;B;Standard Units;;F;31 - 35;7,5;;52943;Single;India;Business Employee;;;0
91812;Urban;C;Standard Units;Major;M;36 - 40;6,5;215530;56737;Married with Children;;Business Owner;;;0
5563;Outer;A;Standard Units;Outer;F;51 +;17;561712;;Married with Children;;Business Employee;;;0
91348;Urban;D;Standard Units;Outer;F;25 - 30;4,5;126875;53343;Single;;;;;0
62128;Major;C;Premium Units;;M;25 - 30;3,5;197442;23163;Single;India;Business Owner;;;0
63467;Major;B;Standard Units;Major;M;36 - 40;6,5;100413;;Married;;Civil Servant;120000;;0
15918;Outer;C;Standard Units;;M;< 25;5,5;130231;;Single;;Civil Servant;75000;;0
81812;Urban;D;Standard Units;Central;M;;5,5;;;;;;;;0
77342;Major;C;Premium Units;;F;;4,5;;;;;;;;0
41876;Outer;B;Standard Units;Other;M;46 - 50;10,5;324988;;Married with Children;;Business Owner;185000;;0
7851;Outer;B;Standard Units;Outer;M;;;;;;;;;;0
71966;Major;C;Premium Units;Outer;M;;;;;;India;;;;0
102134;Urban;C;Standard Units;Outer;F;< 25;4,5;264587;39822;Single;;;;;0
114901;Major;D;Premium Units;Major;F;36 - 40;3,5;;20132;;India;Civil Servant;;;0
116461;Outer;A;Standard Units;Major;M;36 - 40;24,5;319783;137055;Married;;Business Owner;;;0
51649;Outer;B;Standard Units;Major;M;41 - 45;8,75;154860;;Married;;Business Owner;;;0
33854;Outer;C;Standard Units;;M;31 - 35;8;309285;;Married with Children;;Business Employee;160000;;0
18272;Outer;B;Standard Units;Outer;M;36 - 40;4,5;151970;;Married with Children;;Business Owner;140000;;0
14577;Outer;B;Standard Units;;F;< 25;;188677;;Single;;Business Employee;95000;;0
21404;Outer;C;Standard Units;Outer;F;31 - 35;4,5;395195;;Married;;Business Owner;160000;;0
29218;Outer;B;Standard Units;Major;M;36 - 40;7;272193;;Married with Children;;Business Employee;120000;;0
118560;Major;C;Premium Units;;F;;;;;;;;;;0
35681;Major;B;Premium Units;Major;F;31 - 35;4,5;221765;31068;Married with Children;;Civil Servant;120000;;1
46847;Outer;A;Standard Units;Outer;F;36 - 40;13,5;528971;;Married with Children;;Business Owner;300000;;0
54541;Outer;C;Premium Units;Central;M;25 - 30;3,5;87433;40713;Single;;Business Employee;75000;;0
52424;Major;C;Premium Units;Other;M;;;;;;;;;;0
97262;Outer;B;Standard Units;Outer;F;31 - 35;7,5;114785;71349;Single;;Business Employee;;;0
9827;Outer;C;Standard Units;;;51 +;8;242145;;Married with Children;;Business Employee;160000;;0
74373;Outer;B;Standard Units;Outer;M;25 - 30;6,5;282110;32536;Single;;Business Owner;;;0
99602;Outer;C;Premium Units;Outer;F;25 - 30;2,5;;;;India;Other(Please specify);;;0
71703;Urban;B;Premium Units;;M;25 - 30;3,5;166714;21080;Married with Children;;Business Owner;;;0
70472;Outer;B;Standard Units;;F;36 - 40;10,3;684950;63671;Single;;Business Employee;;;0
